id_persona,nombre,edad,puntaje_evaluacion
2083,Elena Martinez,54,91990
2084,Pedro Ramirez,51,96807
2085,Tatiana Rodriguez,54,71531
2086,Jorge Garcia,19,37462
2087,Ana Hernandez,36,55349
2088,Maria Martinez,57,45298
2089,Daniel Ramirez,23,35926
2090,Maria Rojas,55,78981
2091,Diego Martinez,32,31706
2092,Elena Hernandez,41,21134
2093,Daniel Hernandez,34,77361
2094,Luis Gomez,19,45608
2095,Daniel Vargas,28,24895
2096,Juan Serna,34,69799
2097,Pedro Lopez,39,98233
2098,Pedro Ramirez,40,24437
2099,Luis Quintero,65,15609
2100,Tatiana Ramirez,21,22751
2101,Luis Ramirez,18,70621
2102,Marta Lopez,25,25690
2103,Juan Rodriguez,23,99621
2104,Marta Rojas,56,39100
2105,Lucia Rodriguez,48,14216
2106,Maria Quintero,31,24164
2107,Marta Quintero,25,46277
2108,Elena Martinez,61,13778
2109,Lucia Gomez,38,63794
2110,Ana Rodriguez,36,23053
2111,Ana Gomez,58,23544
2112,Tatiana Perez,43,31790
2113,Jorge Perez,44,57815
2114,Lucia Quintero,59,82236
2115,Pedro Garcia,64,71403
2116,Maria Hernandez,43,58515
2117,Tatiana Rojas,18,44056
2118,Camila Hernandez,60,31593
2119,Ana Lopez,61,61139
2120,Juan Ramirez,38,73475
2121,Diego Hernandez,59,50714
2122,Jorge Garcia,32,33726
2123,Tatiana Garcia,62,26668
2124,Camila Lopez,28,19873
2125,Daniel Perez,61,88369
2126,Andres Lopez,54,30994
2127,Marta Quintero,30,94980
2128,Andres Ramirez,42,71775
2129,Lucia Garcia,65,18235
2130,Pedro Ramirez,30,30484
2131,Elena Garcia,46,82410
2132,Diego Gomez,52,21789
2133,Lucia Quintero,47,67512
2134,Lucia Garcia,63,55476
2135,Andres Hernandez,35,88140
2136,Diego Ramirez,35,43359
2137,Andres Rodriguez,24,43206
2138,Andres Garcia,25,10150
2139,Tatiana Rojas,28,93677
2140,Andres Perez,46,98097
2141,Maria Lopez,23,88998
2142,Elena Ramirez,53,90463
2143,Ana Gomez,56,72133
2144,Pedro Rojas,56,80330
2145,Elena Lopez,44,78595
2146,Lucia Serna,50,44817
2147,Tatiana Quintero,21,31315
2148,Elena Gomez,36,60811
2149,Diego Hernandez,39,82941
2150,Andres Martinez,54,56382
2151,Jorge Lopez,47,92977
2152,Camila Garcia,19,51555
2153,Ana Serna,59,51522
2154,Diego Ramirez,26,35297
2155,Marta Serna,51,92128
2156,Jorge Lopez,19,10375
2157,Daniel Ramirez,21,53742
2158,Pedro Rodriguez,23,97502
2159,Luis Gomez,44,44729
2160,Diego Garcia,51,35915
2161,Ana Rodriguez,30,81077
2162,Juan Perez,34,24391
2163,Ana Perez,56,15503
2164,Daniel Quintero,35,50576
2165,Marta Martinez,37,68843
2166,Daniel Lopez,62,18836
2167,Carlos Lopez,56,36191
2168,Jorge Vargas,34,14847
2169,Tatiana Rodriguez,39,65699
2170,Andres Rodriguez,43,19499
2171,Maria Rodriguez,22,30641
2172,Daniel Martinez,60,75806
2173,Elena Ramirez,40,15589
2174,Camila Rodriguez,40,95787
2175,Tatiana Martinez,64,38645
2176,Tatiana Gomez,26,50860
2177,Marta Hernandez,61,29085
2178,Luis Vargas,49,75967
2179,Pedro Perez,34,99036
2180,Juan Martinez,19,80149
2181,Maria Rojas,59,97666
2182,Elena Vargas,61,45525
2183,Luis Vargas,40,10538
2184,Elena Ramirez,51,97427
2185,Maria Garcia,52,13646
2186,Maria Martinez,21,53179
2187,Camila Perez,44,12785
2188,Ana Martinez,26,85044
2189,Tatiana Vargas,42,12468
2190,Tatiana Martinez,27,86743
2191,Pedro Lopez,41,33904
2192,Camila Rojas,49,48460
2193,Luis Lopez,60,84063
2194,Juan Perez,62,90609
2195,Pedro Garcia,25,71806
2196,Jorge Rodriguez,38,55368
2197,Tatiana Garcia,40,18283
2198,Daniel Perez,46,10407
2199,Luis Lopez,19,37772
2200,Daniel Garcia,50,32262
2201,Andres Garcia,52,26812
2202,Luis Hernandez,47,71430
2203,Diego Ramirez,47,81612
2204,Marta Gomez,35,81352
2205,Juan Ramirez,41,39312
2206,Jorge Rodriguez,21,90620
2207,Daniel Ramirez,29,43558
2208,Juan Serna,29,21105
2209,Jorge Perez,40,16329
2210,Maria Gomez,61,15030
2211,Ana Hernandez,58,29810
2212,Maria Quintero,50,69693
2213,Carlos Perez,58,75206
2214,Diego Martinez,21,30541
2215,Ana Rodriguez,60,84537
2216,Lucia Martinez,49,67965
2217,Daniel Hernandez,18,73793
2218,Camila Rojas,40,17391
2219,Elena Rodriguez,52,67630
2220,Elena Rodriguez,48,91445
2221,Elena Serna,36,20039
2222,Tatiana Quintero,53,24355
2223,Diego Quintero,63,37938
2224,Maria Martinez,20,92477
2225,Camila Rodriguez,58,23354
2226,Ana Perez,22,32697
2227,Juan Quintero,24,42418
2228,Carlos Garcia,23,48533
2229,Juan Quintero,19,90591
2230,Diego Quintero,28,18348
2231,Luis Hernandez,57,41018
2232,Elena Garcia,25,73863
2233,Diego Martinez,28,25060
2234,Maria Vargas,26,15775
2235,Pedro Garcia,52,97416
2236,Luis Martinez,33,43764
2237,Juan Rojas,55,24088
2238,Andres Gomez,53,68080
2239,Ana Martinez,47,84708
2240,Marta Quintero,59,91331
2241,Diego Rojas,52,69140
2242,Diego Serna,34,24996
2243,Juan Martinez,62,69910
2244,Andres Perez,63,82680
2245,Diego Lopez,57,67932
2246,Carlos Quintero,53,24126
2247,Elena Ramirez,23,27589
2248,Tatiana Hernandez,28,49416
2249,Daniel Serna,64,63254
2250,Jorge Perez,58,65542
2251,Elena Martinez,55,25575
2252,Lucia Vargas,34,62006
2253,Marta Vargas,22,75434
2254,Pedro Perez,64,22234
2255,Juan Quintero,33,66764
2256,Ana Lopez,57,70501
2257,Carlos Rodriguez,29,69642
2258,Ana Serna,57,34318
2259,Daniel Garcia,54,95868
2260,Marta Hernandez,31,93299
2261,Daniel Quintero,33,72233
2262,Luis Vargas,23,62146
2263,Maria Gomez,49,44903
2264,Pedro Rodriguez,43,31186
2265,Elena Perez,18,98599
2266,Carlos Rodriguez,31,38665
2267,Carlos Serna,49,72217
2268,Lucia Martinez,32,56716
2269,Diego Gomez,26,98916
2270,Lucia Hernandez,42,91880
2271,Andres Hernandez,59,94030
2272,Luis Ramirez,59,98249
2273,Pedro Rojas,22,87883
2274,Ana Garcia,47,62063
2275,Luis Martinez,46,14508
2276,Elena Vargas,34,82399
2277,Diego Martinez,53,44575
2278,Ana Hernandez,58,32550
2279,Camila Garcia,42,84705
2280,Luis Martinez,39,78794
2281,Tatiana Serna,38,50953
2282,Tatiana Rodriguez,40,42529
2283,Marta Garcia,47,60836
2284,Elena Vargas,27,38464
2285,Tatiana Hernandez,59,76136
2286,Pedro Quintero,32,77891
2287,Tatiana Garcia,28,99802
2288,Camila Rojas,60,24028
2289,Camila Vargas,29,36969
2290,Maria Hernandez,37,35302
2291,Marta Quintero,40,11367
2292,Diego Hernandez,54,10767
2293,Diego Martinez,63,59269
2294,Daniel Gomez,54,19773
2295,Ana Perez,35,78357
2296,Elena Vargas,61,44486
2297,Marta Rojas,32,19439
2298,Jorge Hernandez,32,95674
2299,Camila Ramirez,25,45822
2300,Lucia Hernandez,62,44298
2301,Carlos Vargas,44,55713
2302,Ana Ramirez,37,79911
2303,Maria Serna,27,28221
2304,Ana Ramirez,26,82293
2305,Carlos Serna,58,92169
2306,Marta Vargas,51,96699
2307,Elena Lopez,33,29248
2308,Lucia Ramirez,49,44567
2309,Ana Gomez,35,63086
2310,Lucia Gomez,48,90753
2311,Juan Serna,62,16562
2312,Lucia Rodriguez,23,13852
2313,Ana Perez,38,91513
2314,Marta Gomez,44,36150
2315,Tatiana Perez,64,76687
2316,Tatiana Martinez,58,55607
2317,Juan Rojas,41,69695
2318,Luis Ramirez,45,21413
2319,Daniel Gomez,31,56472
2320,Pedro Martinez,33,22392
2321,Juan Rojas,21,28514
2322,Daniel Ramirez,20,58477
2323,Maria Ramirez,52,24385
2324,Maria Garcia,29,90875
2325,Elena Gomez,29,29946
2326,Marta Martinez,59,38696
2327,Camila Hernandez,19,85213
2328,Luis Rodriguez,52,85987
2329,Camila Perez,54,92958
2330,Elena Rojas,59,25116
2331,Camila Rodriguez,52,68657
2332,Tatiana Hernandez,44,85359
2333,Luis Rojas,51,48346
2334,Maria Perez,52,16403
2335,Elena Quintero,31,82576
2336,Camila Vargas,63,13253
2337,Andres Rodriguez,47,95448
2338,Elena Ramirez,36,96542
2339,Marta Gomez,54,46484
2340,Luis Gomez,36,52930
2341,Luis Vargas,63,15460
2342,Marta Ramirez,58,27724
2343,Ana Vargas,44,43726
2344,Elena Garcia,19,44351
2345,Diego Ramirez,57,25229
2346,Diego Hernandez,37,28644
2347,Carlos Lopez,33,38630
2348,Tatiana Hernandez,40,17165
2349,Carlos Lopez,24,85255
2350,Pedro Rojas,47,48688
2351,Luis Rodriguez,37,28752
2352,Andres Hernandez,56,57979
2353,Maria Gomez,43,15463
2354,Juan Rojas,45,65655
2355,Tatiana Gomez,54,50688
2356,Tatiana Hernandez,58,21135
2357,Marta Rojas,65,73571
2358,Ana Gomez,50,29661
2359,Carlos Quintero,23,12087
2360,Lucia Serna,29,40953
2361,Juan Ramirez,28,12962
2362,Lucia Quintero,36,56616
2363,Tatiana Ramirez,65,42536
2364,Andres Lopez,31,69203
2365,Lucia Serna,45,76337
2366,Pedro Vargas,27,70743
2367,Camila Quintero,48,33150
2368,Marta Rojas,42,28942
2369,Pedro Quintero,63,51227
2370,Juan Quintero,19,47303
2371,Pedro Hernandez,65,49488
2372,Diego Perez,53,71006
2373,Maria Quintero,38,17783
2374,Ana Rojas,35,79234
2375,Luis Hernandez,55,50225
2376,Luis Serna,30,33264
2377,Juan Martinez,25,90270
2378,Diego Hernandez,27,72151
2379,Carlos Rojas,27,38732
2380,Ana Gomez,56,57833
2381,Diego Gomez,46,41454
2382,Tatiana Martinez,45,42577
2383,Andres Quintero,34,95864
2384,Tatiana Gomez,32,32755
2385,Jorge Perez,47,45391
2386,Diego Quintero,51,11710
2387,Pedro Martinez,21,66868
2388,Juan Gomez,23,35220
2389,Pedro Ramirez,23,78749
2390,Lucia Garcia,20,10304
2391,Carlos Serna,45,51233
2392,Elena Gomez,59,29840
2393,Luis Ramirez,19,53936
2394,Diego Serna,59,26297
2395,Elena Rojas,55,19838
2396,Maria Lopez,22,42719
2397,Marta Garcia,41,84738
2398,Carlos Vargas,22,31662
2399,Lucia Serna,27,31661
2400,Maria Hernandez,20,30651
2401,Carlos Rodriguez,26,46983
2402,Lucia Serna,40,60147
2403,Elena Rodriguez,53,52774
2404,Daniel Rojas,50,21793
2405,Tatiana Quintero,48,99943
2406,Camila Lopez,45,69520
2407,Tatiana Hernandez,22,66189
2408,Elena Gomez,25,48715
2409,Luis Perez,19,79569
2410,Daniel Martinez,50,21573
2411,Carlos Rodriguez,56,55260
2412,Maria Ramirez,54,55533
2413,Juan Garcia,28,66368
2414,Diego Lopez,28,75743
2415,Daniel Lopez,45,76253
2416,Andres Lopez,19,25995
2417,Tatiana Gomez,44,35862
2418,Marta Gomez,25,44454
2419,Daniel Serna,61,28002
2420,Tatiana Gomez,58,92022
2421,Daniel Hernandez,30,43848
2422,Daniel Quintero,31,14868
2423,Tatiana Hernandez,47,43630
2424,Pedro Vargas,31,61604
2425,Elena Gomez,18,60165
2426,Marta Rojas,49,92498
2427,Daniel Hernandez,49,53210
2428,Luis Perez,54,35873
2429,Daniel Gomez,59,73724
2430,Carlos Martinez,24,91160
2431,Ana Ramirez,53,79590
2432,Marta Hernandez,24,66071
2433,Maria Rojas,18,27789
2434,Maria Perez,39,27020
2435,Juan Vargas,45,50076
2436,Pedro Perez,27,74453
2437,Maria Hernandez,38,37663
2438,Tatiana Garcia,30,38935
2439,Daniel Rojas,52,30794
2440,Jorge Lopez,48,37584
2441,Pedro Perez,41,50279
2442,Daniel Garcia,19,41854
2443,Lucia Rojas,21,65595
2444,Pedro Lopez,39,61071
2445,Jorge Vargas,29,24804
2446,Camila Lopez,23,67381
2447,Juan Martinez,50,32591
2448,Maria Garcia,44,43682
2449,Jorge Rojas,33,34932
2450,Tatiana Martinez,30,40057
2451,Andres Vargas,40,44130
2452,Maria Vargas,23,60462
2453,Marta Ramirez,19,57604
2454,Camila Perez,65,22177
2455,Diego Martinez,24,53950
2456,Pedro Serna,27,32501
2457,Jorge Quintero,45,99008
2458,Juan Ramirez,34,33105
2459,Andres Serna,53,23400
2460,Juan Garcia,23,83134
2461,Ana Martinez,55,65644
2462,Marta Gomez,49,91287
2463,Carlos Rodriguez,37,16947
2464,Ana Rojas,51,75106
2465,Ana Hernandez,34,12899
2466,Pedro Rojas,28,65560
2467,Diego Hernandez,22,73643
2468,Daniel Lopez,26,32299
2469,Lucia Rojas,34,99164
2470,Andres Vargas,47,12412
2471,Luis Rojas,59,60535
2472,Diego Rodriguez,61,40626
2473,Andres Martinez,53,16377
2474,Marta Garcia,25,58119
2475,Marta Gomez,19,64026
2476,Carlos Perez,46,80356
2477,Carlos Vargas,37,99103
2478,Lucia Garcia,47,90336
2479,Lucia Serna,43,37023
2480,Camila Rodriguez,19,27279
2481,Andres Vargas,25,56265
2482,Tatiana Serna,65,92660
2483,Marta Martinez,22,67025
2484,Camila Gomez,30,21844
2485,Elena Perez,24,39409
2486,Daniel Ramirez,59,61182
2487,Diego Lopez,41,35253
2488,Ana Gomez,50,51044
2489,Luis Ramirez,46,54343
2490,Andres Lopez,40,31036
2491,Ana Gomez,50,24286
2492,Camila Garcia,20,33597
2493,Juan Garcia,56,47977
2494,Diego Rojas,35,89457
2495,Luis Martinez,23,64817
2496,Ana Lopez,30,19320
2497,Tatiana Rodriguez,41,35383
2498,Daniel Rojas,65,64977
2499,Daniel Vargas,31,23518
2500,Jorge Garcia,31,54381
2501,Diego Martinez,54,20806
2502,Maria Serna,19,96466
2503,Lucia Quintero,32,58685
2504,Carlos Garcia,38,64365
2505,Luis Rodriguez,27,78216
2506,Diego Gomez,25,92709
2507,Pedro Lopez,56,54083
2508,Daniel Garcia,49,73127
2509,Maria Lopez,46,45592
2510,Diego Perez,58,15598
2511,Jorge Rodriguez,50,10201
2512,Daniel Ramirez,65,16633
2513,Camila Lopez,64,91562
2514,Carlos Garcia,30,97093
2515,Luis Garcia,40,37033
2516,Marta Ramirez,33,41498
2517,Camila Gomez,64,69514
2518,Elena Lopez,42,51709
2519,Luis Quintero,39,31106
2520,Elena Rojas,23,52089
2521,Pedro Serna,35,56465
2522,Juan Martinez,43,51361
2523,Carlos Rojas,56,29568
2524,Andres Serna,28,37408
2525,Elena Quintero,29,59323
2526,Andres Ramirez,41,32732
2527,Jorge Garcia,36,65276
2528,Luis Garcia,46,99087
2529,Pedro Gomez,30,40191
2530,Diego Serna,23,10983
2531,Marta Perez,46,27593
2532,Andres Ramirez,55,39373
2533,Maria Ramirez,46,83608
2534,Elena Vargas,39,56168
2535,Tatiana Gomez,37,95972
2536,Ana Vargas,32,36523
2537,Pedro Gomez,18,42713
2538,Jorge Hernandez,62,60756
2539,Maria Quintero,57,80667
2540,Camila Ramirez,50,54980
2541,Maria Hernandez,55,90025
2542,Elena Gomez,57,30690
2543,Ana Quintero,57,36104
2544,Tatiana Rodriguez,26,16632
2545,Marta Rojas,32,61168
2546,Juan Perez,61,18711
2547,Carlos Lopez,65,56432
2548,Maria Hernandez,58,14197
2549,Carlos Gomez,34,21211
2550,Jorge Gomez,21,61728
2551,Juan Quintero,37,69213
2552,Daniel Ramirez,59,37419
2553,Marta Rojas,25,68855
2554,Tatiana Garcia,46,78271
2555,Camila Hernandez,53,77674
2556,Diego Perez,64,79161
2557,Luis Hernandez,54,90796
2558,Jorge Serna,62,11825
2559,Pedro Serna,30,46142
2560,Maria Lopez,32,27106
2561,Lucia Gomez,65,11808
2562,Jorge Lopez,20,42222
2563,Diego Garcia,22,14218
2564,Ana Rodriguez,36,19001
2565,Ana Vargas,45,96634
2566,Jorge Lopez,58,98681
2567,Ana Ramirez,41,13682
2568,Jorge Ramirez,65,35058
2569,Elena Perez,53,16348
2570,Jorge Ramirez,22,62127
2571,Maria Ramirez,18,92973
2572,Carlos Perez,28,87558
2573,Diego Rojas,23,75551
2574,Pedro Lopez,35,78144
2575,Tatiana Martinez,56,90388
2576,Diego Gomez,33,51286
2577,Tatiana Martinez,64,18225
2578,Tatiana Hernandez,19,39659
2579,Daniel Perez,33,93177
2580,Tatiana Garcia,61,69694
2581,Elena Hernandez,62,16124
2582,Andres Hernandez,47,28104
2583,Luis Garcia,44,20039
2584,Elena Rodriguez,30,29117
2585,Diego Martinez,51,16556
2586,Andres Ramirez,56,99032
2587,Maria Martinez,32,11478
2588,Daniel Quintero,63,46441
2589,Andres Hernandez,60,14268
2590,Pedro Vargas,49,27866
2591,Tatiana Perez,28,25954
2592,Jorge Serna,22,33223
2593,Luis Rodriguez,24,60920
2594,Ana Gomez,63,81224
2595,Luis Gomez,52,93091
2596,Carlos Serna,36,63808
2597,Andres Serna,53,41489
2598,Camila Rojas,59,78380
2599,Camila Garcia,30,52688
2600,Camila Lopez,33,22741
2601,Marta Vargas,51,33833
2602,Luis Garcia,43,47867
2603,Lucia Gomez,34,90677
2604,Elena Gomez,19,63724
2605,Elena Ramirez,34,26001
2606,Juan Perez,48,15404
2607,Juan Hernandez,41,39241
2608,Maria Ramirez,52,79021
2609,Jorge Lopez,45,20569
2610,Diego Lopez,42,37227
2611,Maria Martinez,58,61427
2612,Camila Martinez,58,21069
2613,Tatiana Lopez,42,11192
2614,Elena Quintero,54,43122
2615,Daniel Quintero,25,47672
2616,Elena Perez,64,83298
2617,Elena Garcia,54,31560
2618,Jorge Lopez,21,67635
2619,Jorge Martinez,63,63864
2620,Tatiana Hernandez,21,60811
2621,Tatiana Vargas,47,77019
2622,Ana Hernandez,64,61380
2623,Pedro Gomez,53,82666
2624,Andres Vargas,36,34431
2625,Maria Gomez,28,83029
2626,Carlos Lopez,28,30272
2627,Carlos Hernandez,63,59917
2628,Camila Martinez,31,60698
2629,Juan Ramirez,30,95247
2630,Luis Garcia,65,13258
2631,Pedro Rojas,55,27826
2632,Camila Serna,57,26588
2633,Tatiana Vargas,38,57432
2634,Maria Vargas,42,51609
2635,Lucia Ramirez,25,31422
2636,Marta Hernandez,21,44668
2637,Diego Lopez,62,98530
2638,Ana Rodriguez,30,96155
2639,Daniel Vargas,65,31668
2640,Maria Lopez,47,38208
2641,Pedro Garcia,21,87184
2642,Diego Garcia,49,43784
2643,Andres Vargas,43,37737
2644,Camila Serna,22,93382
2645,Ana Perez,60,80265
2646,Pedro Lopez,50,83635
2647,Carlos Ramirez,65,38252
2648,Ana Rojas,48,17125
2649,Carlos Rodriguez,33,15642
2650,Carlos Ramirez,18,21114
2651,Ana Serna,38,68504
2652,Jorge Perez,39,75280
2653,Diego Rodriguez,25,45254
2654,Luis Gomez,20,14131
2655,Pedro Martinez,53,76074
2656,Elena Vargas,26,99732
2657,Diego Vargas,24,67424
2658,Marta Gomez,25,68003
2659,Tatiana Quintero,60,69039
2660,Maria Lopez,41,82406
2661,Elena Serna,47,33192
2662,Ana Serna,34,39974
2663,Marta Serna,30,69555
2664,Ana Quintero,41,14178
2665,Pedro Quintero,27,21775
2666,Carlos Perez,64,63279
2667,Andres Rodriguez,58,88074
2668,Tatiana Ramirez,34,52770
2669,Daniel Ramirez,60,54742
2670,Daniel Perez,44,50858
2671,Jorge Gomez,53,14645
2672,Ana Garcia,55,90119
2673,Lucia Gomez,23,51953
2674,Jorge Quintero,29,32252
2675,Maria Ramirez,19,30686
2676,Maria Vargas,25,96301
2677,Carlos Rojas,65,67593
2678,Pedro Rojas,49,68024
2679,Carlos Quintero,21,65789
2680,Andres Gomez,21,11828
2681,Jorge Gomez,46,79485
2682,Pedro Perez,30,84034
2683,Luis Rojas,48,51475
2684,Daniel Rodriguez,32,30039
2685,Elena Perez,35,90526
2686,Juan Serna,60,42345
2687,Pedro Rojas,35,75491
2688,Diego Rojas,47,28708
2689,Maria Quintero,55,88451
2690,Jorge Garcia,18,63352
2691,Jorge Rodriguez,30,76286
2692,Jorge Rojas,41,10880
2693,Maria Serna,46,10099
2694,Luis Perez,63,19215
2695,Jorge Vargas,59,29809
2696,Lucia Lopez,50,78066
2697,Diego Serna,45,73915
2698,Jorge Vargas,31,89445
2699,Maria Quintero,48,89347
2700,Marta Gomez,48,27625
2701,Lucia Perez,36,12619
2702,Daniel Hernandez,23,92996
2703,Lucia Rodriguez,61,82312
2704,Andres Hernandez,38,73000
2705,Diego Quintero,35,43644
2706,Tatiana Ramirez,26,83939
2707,Jorge Perez,18,76639
2708,Jorge Gomez,53,11724
2709,Andres Gomez,21,59434
2710,Daniel Vargas,30,80959
2711,Juan Rojas,23,61758
2712,Ana Vargas,50,88792
2713,Pedro Quintero,28,34194
2714,Lucia Gomez,47,61108
2715,Pedro Hernandez,43,84232
2716,Carlos Serna,46,55766
2717,Tatiana Hernandez,38,90933
2718,Marta Gomez,31,47284
2719,Elena Hernandez,63,68379
2720,Lucia Quintero,43,97285
2721,Daniel Quintero,23,54847
2722,Juan Serna,55,89973
2723,Marta Garcia,37,37130
2724,Maria Perez,63,40438
2725,Jorge Vargas,26,25403
2726,Luis Rojas,56,86258
2727,Carlos Lopez,54,81268
2728,Carlos Serna,61,69559
2729,Maria Vargas,18,67576
2730,Lucia Serna,57,91792
2731,Tatiana Quintero,64,95651
2732,Daniel Ramirez,24,27351
2733,Jorge Lopez,21,69562
2734,Carlos Vargas,56,14153
2735,Jorge Martinez,22,71613
2736,Andres Rojas,49,59752
2737,Jorge Serna,39,63278
2738,Diego Hernandez,59,19968
2739,Elena Gomez,41,48598
2740,Luis Lopez,30,65147
2741,Ana Rodriguez,51,13287
2742,Marta Rojas,45,52242
2743,Tatiana Rojas,18,63328
2744,Andres Rojas,35,89931
2745,Daniel Rojas,42,43332
2746,Tatiana Vargas,59,67614
2747,Jorge Martinez,51,45027
2748,Daniel Rodriguez,64,30386
2749,Lucia Martinez,27,32098
2750,Juan Rojas,49,86712
2751,Andres Garcia,64,26393
2752,Jorge Rodriguez,51,63868
2753,Daniel Vargas,27,83650
2754,Maria Rodriguez,35,66364
2755,Juan Lopez,50,52467
2756,Pedro Gomez,21,49101
2757,Marta Garcia,47,51845
2758,Daniel Garcia,34,58158
2759,Camila Martinez,44,88767
2760,Jorge Perez,22,38371
2761,Elena Garcia,56,88676
2762,Carlos Serna,29,58495
2763,Camila Perez,35,64722
2764,Lucia Garcia,52,64663
2765,Pedro Lopez,44,95949
2766,Daniel Rodriguez,65,98543
2767,Luis Vargas,59,48075
2768,Luis Rojas,28,97582
2769,Juan Serna,21,35261
2770,Daniel Quintero,64,21570
2771,Ana Hernandez,63,58037
2772,Marta Gomez,56,51245
2773,Luis Serna,59,40672
2774,Tatiana Perez,63,25804
2775,Luis Perez,43,20559
2776,Pedro Ramirez,29,70597
2777,Camila Rodriguez,47,87484
2778,Diego Serna,63,46898
2779,Marta Vargas,42,78032
2780,Tatiana Rodriguez,62,11992
2781,Luis Vargas,56,56840
2782,Camila Garcia,19,84402
2783,Ana Quintero,36,97793
2784,Tatiana Vargas,41,58868
2785,Carlos Martinez,27,37447
2786,Marta Gomez,19,78332
2787,Juan Hernandez,48,49098
2788,Jorge Lopez,47,64362
2789,Elena Perez,24,53006
2790,Andres Hernandez,48,29311
2791,Carlos Vargas,36,38593
2792,Elena Gomez,19,30954
2793,Luis Gomez,27,81442
2794,Tatiana Perez,29,76647
2795,Marta Hernandez,22,41029
2796,Diego Vargas,63,27860
2797,Lucia Ramirez,64,15617
2798,Camila Vargas,32,20900
2799,Andres Vargas,32,49646
2800,Juan Vargas,43,61985
2801,Carlos Perez,33,80567
2802,Luis Martinez,55,41741
2803,Daniel Ramirez,53,58786
2804,Elena Lopez,60,24842
2805,Maria Gomez,46,35079
2806,Daniel Gomez,49,57429
2807,Andres Lopez,56,13879
2808,Marta Serna,56,65877
2809,Andres Hernandez,27,61579
2810,Juan Ramirez,45,67002
2811,Juan Rojas,24,26870
2812,Carlos Vargas,47,22090
2813,Maria Vargas,39,98980
2814,Andres Rojas,46,65900
2815,Carlos Rodriguez,23,40268
2816,Juan Garcia,59,73029
2817,Luis Garcia,41,58946
2818,Ana Rodriguez,56,96368
2819,Lucia Vargas,25,39337
2820,Luis Garcia,60,83509
2821,Daniel Serna,22,47359
2822,Diego Gomez,25,99885
2823,Luis Vargas,64,89679
2824,Luis Serna,37,37457
2825,Camila Vargas,42,81496
2826,Camila Martinez,32,21346
2827,Diego Vargas,63,46741
2828,Carlos Ramirez,54,48937
2829,Marta Hernandez,43,30563
2830,Pedro Serna,35,41588
2831,Pedro Martinez,25,70887
2832,Carlos Lopez,36,13899
2833,Elena Perez,25,71524
2834,Luis Perez,32,51296
2835,Ana Hernandez,39,92969
2836,Tatiana Ramirez,24,68625
2837,Andres Martinez,24,75558
2838,Lucia Quintero,59,81246
2839,Luis Perez,38,53491
2840,Pedro Rodriguez,18,53010
2841,Andres Serna,22,12209
2842,Diego Lopez,35,69712
2843,Maria Hernandez,21,26916
2844,Tatiana Vargas,63,66863
2845,Diego Martinez,34,82772
2846,Pedro Quintero,28,76451
2847,Carlos Hernandez,32,22572
2848,Daniel Rojas,34,14956
2849,Carlos Garcia,42,30643
2850,Tatiana Serna,51,28821
2851,Maria Garcia,40,35719
2852,Daniel Rojas,60,99409
2853,Luis Martinez,56,85355
2854,Marta Rojas,34,74399
2855,Camila Rojas,42,30942
2856,Elena Lopez,53,92185
2857,Lucia Quintero,33,47506
2858,Juan Perez,60,62500
2859,Maria Hernandez,27,82719
2860,Tatiana Martinez,44,79767
2861,Ana Serna,58,79904
2862,Pedro Garcia,40,10176
2863,Diego Serna,59,61879
2864,Ana Ramirez,25,63715
2865,Juan Hernandez,61,78804
2866,Tatiana Hernandez,19,50355
2867,Marta Rodriguez,45,53613
2868,Elena Ramirez,64,13741
2869,Daniel Gomez,61,21664
2870,Maria Rojas,46,78483
2871,Diego Hernandez,48,67425
2872,Jorge Lopez,49,97043
2873,Ana Ramirez,41,92713
2874,Andres Garcia,39,82883
2875,Tatiana Perez,43,47507
2876,Elena Rodriguez,29,92800
2877,Diego Rojas,29,62167
2878,Camila Serna,23,39799
2879,Diego Perez,56,42538
2880,Diego Rojas,48,63129
2881,Daniel Vargas,37,48902
2882,Maria Serna,21,33455
2883,Lucia Serna,41,18683
2884,Tatiana Gomez,43,95762
2885,Lucia Perez,24,35394
2886,Elena Gomez,24,39635
2887,Elena Serna,20,94560
2888,Tatiana Ramirez,30,99366
2889,Diego Martinez,35,36341
2890,Pedro Rojas,49,56528
2891,Daniel Serna,32,76734
2892,Carlos Martinez,45,67294
2893,Diego Hernandez,27,38192
2894,Tatiana Lopez,32,87226
2895,Ana Rodriguez,64,17119
2896,Camila Gomez,23,72341
2897,Lucia Garcia,43,29891
2898,Maria Rojas,61,98899
2899,Diego Garcia,55,15630
2900,Ana Martinez,48,54060
2901,Carlos Vargas,23,33201
2902,Luis Martinez,31,82586
2903,Ana Serna,24,57988
2904,Andres Rojas,46,24572
2905,Jorge Lopez,21,53013
2906,Pedro Perez,42,10902
2907,Carlos Gomez,35,31828
2908,Marta Rojas,39,14039
2909,Tatiana Vargas,28,79696
2910,Marta Gomez,19,47896
2911,Luis Hernandez,44,76406
2912,Andres Vargas,62,86516
2913,Lucia Perez,54,37851
2914,Camila Martinez,44,13592
2915,Juan Martinez,50,54286
2916,Ana Perez,53,62486
2917,Tatiana Lopez,47,40668
2918,Lucia Garcia,48,59375
2919,Tatiana Quintero,18,67508
2920,Marta Perez,24,55905
2921,Elena Serna,60,50418
